338	Systematic Sales	281	DF9126A5-9C95-44A2-A31F-F759EA33EEA7	2025-09-11 11:15:07.497	3000000	300000	Primary International	OS	1999	Touring	73000	4+	DSL	55
340	eCommerce Bikes	279	1EC47823-4B39-4609-AAEC-6EE68CC74F81	2025-09-11 11:15:07.497	3000000	300000	Guardian Bank	OS	1999	Mountain	69000	2	DSL	58
342	Mountain Toy Store	277	52EFC841-97C5-4AC1-B707-FA3717B0BC48	2025-09-11 11:15:07.497	800000	80000	International Bank	BM	2000	Road	18000	4+	DSL	17
344	Retail Sales and Service	275	38F9BE1B-9137-4E4E-985D-06F6C5E02330	2025-09-11 11:15:07.497	800000	80000	Primary Bank & Reserve	BM	1994	Road	18000	2	DSL	14
346	Designated Distributors	282	5DC17A1C-F618-4B6E-BEA2-BFF96CA6BA8B	2025-09-11 11:15:07.497	3000000	300000	International Security	OS	1979	Road	72000	4+	T2	61
348	Bold Bike Accessories	276	AC7A83F1-196B-4BBF-A6E0-3165D4C84454	2025-09-11 11:15:07.497	3000000	300000	Primary Bank & Reserve	OS	1999	Mountain	72000	4+	DSL	58
350	Twin Cycles	286	4E917578-1942-4BAB-8E63-932052FDACEC	2025-09-11 11:15:07.497	800000	80000	International Security	BM	1988	Touring	21000	AW	T1	11
352	Tiny Bike Boutique	279	1D65DD5A-A7C8-4AC1-A2B6-76AD4A5946BD	2025-09-11 11:15:07.497	300000	30000	International Bank	BM	1978	Road	6000	4+	DSL	4
354	Acclaimed Bicycle Company	279	E71AC59C-B228-49F2-ACC2-077AA5DFC9DB	2025-09-11 11:15:07.497	3000000	300000	International Bank	OS	1979	Touring	73000	3	DSL	61
356	Serious Cycles	278	8036D3B1-1C8D-43BF-B913-D17EE0D755AF	2025-09-11 11:15:07.497	3000000	300000	United Security	OS	1996	Mountain	71000	4+	ISDN	64
358	Quality Bike Sales	286	55EC3545-A751-4A37-944E-B5DF36219E11	2025-09-11 11:15:07.497	3000000	300000	Reserve Security	OS	1991	Touring	74000	3	DSL	67
360	Novelty Bikes	275	CD239474-966C-4474-97A9-25D52289ED52	2025-09-11 11:15:07.497	3000000	300000	Primary International	OS	1993	Touring	74000	4+	ISDN	70
362	Distinctive Cycles Sales & Service	279	7E5DA4C4-23B4-4BD2-8037-B2BE46E41C83	2025-09-11 11:15:07.497	3000000	300000	Primary Bank & Reserve	OS	1995	Mountain	75000	3	DSL	79
364	Leading Bike Distributors	279	0C0B95FD-1934-4DD9-BC1C-8C1E2BF07EBC	2025-09-11 11:15:07.497	800000	80000	Reserve Security	BS	1978	Road	18000	3	T1	13
366	Activity Center	279	F579E604-B602-4D67-AB88-130DF07753F0	2025-09-11 11:15:07.497	1500000	150000	Primary Bank & Reserve	BS	1971	Road	37000	3	DSL	37
368	Brightwork Company	281	6F4273AE-583C-4219-9E0B-2F3CD44A4000	2025-09-11 11:15:07.497	1500000	150000	International Security	BS	1979	Mountain	36000	4+	ISDN	38
370	Resale Services	276	7C7076C8-2AB9-4810-BBCA-B126FC811E32	2025-09-11 11:15:07.497	800000	80000	United Security	BM	1988	Mountain	21000	2	DSL	16
372	The Gear Store	277	03E77D8A-62B6-41EE-B081-7EC3E60C9A3E	2025-09-11 11:15:07.497	800000	80000	International Bank	BM	1982	Mountain	21000	2	DSL	14
374	Immense Manufacturing Company	277	F948F121-09C9-46D4-A783-63EAD859A044	2025-09-11 11:15:07.497	3000000	300000	Guardian Bank	OS	1998	Touring	76000	4+	DSL	73
376	Extended Bike Sales	276	9E550241-B6CB-4E95-96A2-F3BEF46016DF	2025-09-11 11:15:07.497	3000000	300000	International Security	OS	1990	Mountain	73000	4+	DSL	76
378	Pedaling Components	288	24DD7AF1-D347-44CB-96FA-14B9CE5C83A8	2025-09-11 11:15:07.497	1500000	150000	United Security	BS	1988	Touring	36000	4+	DSL	35
380	Workout Emporium	282	649DB09E-3AA4-4275-880C-7853B3395E51	2025-09-11 11:15:07.497	1500000	150000	International Bank	BS	1976	Touring	39000	4+	T1	36
382	Work and Play Association	275	E5353DA7-CB02-4C26-ACD3-1C42050D4BB9	2025-09-11 11:15:07.497	800000	80000	Primary Bank & Reserve	BM	1976	Road	22000	4+	DSL	12
384	Seaside Bike Works	286	4C85C347-C9C0-4E6D-B290-19970F0ADEA0	2025-09-11 11:15:07.497	800000	80000	International Security	BM	1970	Touring	19000	3	T1	10
386	Nice Bikes	278	9FA1609C-9A36-4282-BC80-A562332DEF1B	2025-09-11 11:15:07.497	300000	30000	Guardian Bank	BM	1975	Road	9000	4+	DSL	8
388	Remarkable Bike Store	276	F2DCD314-506D-47F1-8CD0-6017C40C96AB	2025-09-11 11:15:07.497	800000	80000	United Security	BS	1972	Road	17000	3	T2	10
390	Road-Way Mart	283	B0A08902-2C39-4A50-86E5-86E98C7B2597	2025-09-11 11:15:07.497	1000000	100000	Reserve Security	BS	1998	Mountain	26000	3	DSL	27
392	Small Cycle Store	275	C1CDCF27-3FA6-4BF9-A5CA-BAEEFC8FB8E0	2025-09-11 11:15:07.497	1000000	100000	United Security	BS	1971	Road	25000	3	T1	28
394	Blue-Ribbon Bike Company	279	096B2C5D-14E5-4BDA-94E1-3E5C01D906C4	2025-09-11 11:15:07.497	300000	30000	Primary International	BM	1970	Touring	9000	AW	T1	6
396	Flawless Bike Shop	276	71AEA07E-95C4-4C44-A919-01B5008639D3	2025-09-11 11:15:07.497	300000	30000	Reserve Security	BM	1978	Road	10000	3	T2	4
398	Grand Bicycle Stores	277	6DEF5808-13CA-4784-9F4E-1A1FFB1905D9	2025-09-11 11:15:07.497	300000	30000	United Security	BM	1973	Mountain	10000	AW	ISDN	2
400	Exertion Activities Club	281	AC060B37-154B-4F3F-A06E-918B7EA75BB1	2025-09-11 11:15:07.497	1500000	150000	Guardian Bank	BS	1984	Touring	38000	4+	T1	32
402	Impromptu Trips	283	16255726-8647-401A-9DE9-AB524A839804	2025-09-11 11:15:07.497	1500000	150000	Primary International	BS	1978	Mountain	37000	4+	ISDN	33
404	Margie's Travel	275	9D71FF30-1BC5-4F0B-BD7B-3618B58634E9	2025-09-11 11:15:07.497	1500000	150000	Reserve Security	BS	1972	Mountain	35000	2	T1	34
406	Kickstand Sellers	275	F6F76F14-09D5-4B11-BAD6-E3BFF76AC761	2025-09-11 11:15:07.497	300000	30000	International Bank	BM	1981	Mountain	8000	4+	T1	3
408	Nearest Bike Store	286	AAC48EAD-3E12-4431-89C4-964406A7A94D	2025-09-11 11:15:07.497	300000	30000	Primary Bank & Reserve	BM	1976	Touring	8000	4+	T1	4
410	Fast Bike Works	286	D09C875E-114A-4D24-A68B-AED21EE23494	2025-09-11 11:15:07.497	1000000	100000	Primary International	BS	1971	Touring	25000	4+	DSL	28
412	Gasless Cycle Shop	278	824B931B-5F27-407C-81AD-00FF7BC886F1	2025-09-11 11:15:07.497	1000000	100000	Reserve Security	BS	2001	Road	24000	3	DSL	29
414	Lubricant and Grease Suppliers	279	4047A571-C602-4433-956C-C6AF7366BF22	2025-09-11 11:15:07.497	1500000	150000	United Security	BS	1996	Mountain	37000	4+	DSL	30
416	Teen Discount Store	288	A22C02A3-37C8-402A-932F-BC8DD75BEA87	2025-09-11 11:15:07.497	800000	80000	Reserve Security	BM	1994	Mountain	18000	3	DSL	16
418	Transportation Options	282	7CBEA615-BECA-44C6-8C74-CB1541FAEFA6	2025-09-11 11:15:07.497	800000	80000	United Security	BM	1987	Mountain	20000	3	DSL	17
420	Capital Riding Supplies	288	7EA9A2A5-753C-4DF2-93F6-AB81F5A4C135	2025-09-11 11:15:07.497	1500000	150000	Primary Bank & Reserve	OS	1986	Mountain	39000	2	DSL	46
422	Bike Boutique	275	81EDA8DB-5162-424F-BA36-6CB6770CD064	2025-09-11 11:15:07.497	1500000	150000	International Bank	OS	1992	Road	41000	4+	ISDN	49
424	Bikes Anyone?	275	6368F18B-AFCF-4008-9611-99458C02C985	2025-09-11 11:15:07.497	1000000	100000	International Security	BS	1996	Touring	27000	3	DSL	22
426	Cross-town Parts Shop	286	DFED9777-D43C-497D-86D4-14407E43C535	2025-09-11 11:15:07.497	800000	80000	Guardian Bank	BS	1990	Road	23000	2	T1	19
428	Finer Cycle Shop	278	52B4D514-B45E-4BF6-821B-F972B738D732	2025-09-11 11:15:07.497	800000	80000	Primary International	BS	1984	Mountain	20000	4+	ISDN	16
430	Center Cycle Shop	280	8E153F0C-275C-42CA-98DF-ADEFB90AB587	2025-09-11 11:15:07.497	1000000	100000	Primary Bank & Reserve	BM	2000	Road	25000	4+	T1	20
432	Bulk Discount Store	289	E26B0754-871A-49AD-A21B-5E58D7E804ED	2025-09-11 11:15:07.497	800000	80000	International Security	BM	2000	Road	21000	3	DSL	17
434	Country Parts Shop	290	9B88E8ED-C244-484D-8C4F-89F59570EBEA	2025-09-11 11:15:07.497	800000	80000	Guardian Bank	BM	1994	Road	21000	4+	DSL	14
436	Second Bike Shop	286	20838797-EC33-4328-BDC0-99190729BE4A	2025-09-11 11:15:07.497	800000	80000	Guardian Bank	BM	2000	Road	21000	4+	T1	19
438	First-Rate Outlet	278	7642E78C-F447-4F9D-B8CB-E6BB467DB663	2025-09-11 11:15:07.497	1000000	100000	Primary International	BM	2000	Road	26000	3	T1	20
440	Juvenile Sports Equipment	279	74B38BF4-113C-42EC-8E72-7E4B35E5BC55	2025-09-11 11:15:07.497	800000	80000	Reserve Security	BM	1994	Mountain	20000	2	DSL	18
442	Another Bicycle Company	283	4280C0D5-6765-4ADD-A679-F341D27C0ECF	2025-09-11 11:15:07.497	300000	30000	Reserve Security	BM	1973	Touring	6000	AW	DSL	2
444	Fourth Bike Store	275	E8623C2D-CCBF-497A-8147-6574ABE11B19	2025-09-11 11:15:07.497	300000	30000	United Security	BM	1981	Touring	9000	AW	T1	3
446	Rodeway Bike Store	288	4F971590-8C1F-4B22-808E-5917B6FAB7EC	2025-09-11 11:15:07.497	300000	30000	International Bank	BM	1976	Mountain	7000	4+	DSL	4
448	Traction Tire Company	276	6324FAD5-6BC4-4715-85BC-A86C49E527F8	2025-09-11 11:15:07.497	1500000	150000	International Bank	BS	1990	Mountain	39000	2	DSL	31
450	Unsurpassed Bikes	277	9BC34C8E-3856-4197-8013-F5E6C7AEDB48	2025-09-11 11:15:07.497	1500000	150000	Primary Bank & Reserve	BS	1984	Touring	39000	3	DSL	32
452	Field Trip Inc	275	5276B793-128A-49F0-B822-D338C6B92FDC	2025-09-11 11:15:07.497	1500000	150000	International Security	BS	1978	Road	35000	4+	DSL	33
454	Tire Company	275	F875272B-6629-4832-9E45-F3E8E6DD8963	2025-09-11 11:15:07.497	1500000	150000	International Bank	BS	1983	Road	37000	2	DSL	45
456	Uncompromising Quality Co	286	058F1615-0267-4B7C-8E53-96101059CADE	2025-09-11 11:15:07.497	1500000	150000	Primary Bank & Reserve	BS	1991	Touring	39000	4+	DSL	46
458	Metallic Paint and Overcoat Co	281	E06866F7-C659-4952-A1EC-D2B42F80613A	2025-09-11 11:15:07.497	1000000	100000	Primary Bank & Reserve	BS	1971	Road	26000	3	DSL	28
460	Pro Sporting Goods	276	5A1EE7A6-2FD6-45C8-9B0D-41991049CDEA	2025-09-11 11:15:07.497	3000000	300000	Primary International	OS	1972	Mountain	79000	4+	DSL	90
462	Sporting Goods and Bicycle Shop	279	93D4A3A7-D111-4113-859E-5B253DD9D943	2025-09-11 11:15:07.497	3000000	300000	Guardian Bank	OS	1977	Road	78000	3	DSL	91
464	Odometers and Accessories Company	278	47E77224-11E5-4AB9-BC23-CD122F9C281D	2025-09-11 11:15:07.497	3000000	300000	International Security	OS	1987	Touring	76000	4+	DSL	92
466	Scratch-Resistant Finishes Company	282	5F85023B-D708-4D44-B1A2-927A21C4CBBB	2025-09-11 11:15:07.497	800000	80000	Guardian Bank	BS	1984	Mountain	21000	4+	DSL	16
468	Topnotch Bikes	279	69A76A96-12FC-4B67-9655-C578E6B02933	2025-09-11 11:15:07.497	800000	80000	Primary International	BS	1978	Mountain	22000	2	T3	13
470	Unicycles, Bicycles, and Tricycles	281	58F17106-C637-44CE-B352-164E1AD7C41D	2025-09-11 11:15:07.497	800000	80000	Reserve Security	BS	1972	Touring	17000	4+	T1	10
472	Safe Cycles Shop	283	828D8F6D-95C6-4FDC-9888-45672FEC0E11	2025-09-11 11:15:07.497	3000000	300000	International Security	OS	1998	Mountain	72000	4+	DSL	73
474	Number 1 Supply	281	A4D7720A-57DD-4084-BFC6-B49CD3367FFE	2025-09-11 11:15:07.497	3000000	300000	Primary Bank & Reserve	OS	1990	Road	75000	4+	ISDN	76
476	Industrial Supplies	279	706A4161-4E67-41E1-A31B-2BE9FBF864F3	2025-09-11 11:15:07.497	3000000	300000	International Bank	OS	1995	Touring	73000	3	DSL	79
478	Golf and Cycle Store	281	68C1F86E-F581-4AEA-AFA4-B0C03EAF1F13	2025-09-11 11:15:07.497	3000000	300000	Guardian Bank	OS	1978	Mountain	75000	2	DSL	86
480	Front Runner Bikes	279	0E549387-9DC1-4F37-89AF-34FAAEB7CFAF	2025-09-11 11:15:07.497	3000000	300000	International Security	OS	1983	Touring	77000	4+	DSL	87
482	Favorite Toy Distributor	290	D4352E50-AA19-434C-A515-694E42B3C4BF	2025-09-11 11:15:07.497	3000000	300000	Primary Bank & Reserve	OS	1975	Touring	77000	4+	DSL	88
484	World Bike Discount Store	276	E73E6B44-3824-4C98-A7B1-796F1F1E0DE8	2025-09-11 11:15:07.497	1500000	150000	Guardian Bank	BS	1979	Road	39000	4+	DSL	38
486	Global Sporting Goods	277	DF54DEB4-58D4-4D01-9288-3F4A14F346B5	2025-09-11 11:15:07.497	1500000	150000	Primary International	BS	1974	Road	36000	3	DSL	39
488	Historic Bicycle Sales	275	EF4DE775-B406-45C4-A6DD-9B0B4815FDBF	2025-09-11 11:15:07.497	1500000	150000	Reserve Security	BS	1982	Mountain	38000	2	T1	40
490	Commuter Bicycle Store	282	326D145A-2C37-4F02-AA83-350132148316	2025-09-11 11:15:07.497	800000	80000	Reserve Security	BM	1987	Touring	22000	4+	T1	17
492	Coalition Bike Company	281	137FEA4B-320D-4676-A548-8EFCF1F6B36B	2025-09-11 11:15:07.497	800000	80000	United Security	BM	1997	Mountain	23000	2	DSL	18
494	Travel Systems	277	18203555-D7AE-4DA4-A9FC-316D73435120	2025-09-11 11:15:07.497	800000	80000	International Bank	BM	1975	Road	21000	4+	T2	19
496	Grease and Oil Products Company	277	458AD954-8F14-43B4-BE03-B994CAC60358	2025-09-11 11:15:07.497	1500000	150000	Primary Bank & Reserve	BS	1979	Road	36000	4+	T2	38
498	Moderately-Priced Bikes Store	280	05FD9119-A72E-4042-B2CE-CB512247DB27	2025-09-11 11:15:07.497	1500000	150000	International Security	BS	1974	Mountain	39000	2	DSL	39
500	Toy Manufacturing Inc	278	4984EFD9-0788-450A-A4AC-019899744287	2025-09-11 11:15:07.497	1500000	150000	Guardian Bank	BS	1977	Road	40000	4+	DSL	41
502	Eighty Toy Stores	279	9664E5A8-7584-410B-B610-AD49368D670E	2025-09-11 11:15:07.497	1500000	150000	Primary International	BS	1985	Road	37000	4+	T1	42
504	Economy Bikes Company	276	AB32CE06-F2AF-4B8A-889A-CFC4DB6B150A	2025-09-11 11:15:07.497	1500000	150000	Reserve Security	BS	1980	Mountain	41000	4+	DSL	43
506	Third Bike Store	277	A7048720-5BDD-4DF4-8685-D14D868AE297	2025-09-11 11:15:07.497	1500000	150000	United Security	BS	1988	Road	37000	4+	T1	44
508	Atypical Bike Company	290	FC920A3A-8BAE-403D-99CE-542BF8923FBD	2025-09-11 11:15:07.497	1000000	100000	Reserve Security	BM	2000	Road	25000	3	DSL	20
510	Bikes for Two	282	DA5280D3-2E15-4359-A493-C036C0A84EC4	2025-09-11 11:15:07.497	800000	80000	United Security	BM	1994	Mountain	22000	3	T1	18
512	Metal Processing Company	278	E71200E7-E3B5-4A40-BAD9-88364DE28030	2025-09-11 11:15:07.497	1500000	150000	International Security	BS	1986	Road	39000	4+	DSL	47
514	Widget Bicycle Specialists	279	5A49A2FE-09CC-46A7-95F5-E81F346477BB	2025-09-11 11:15:07.497	1500000	150000	Guardian Bank	BS	1994	Road	38000	3	DSL	48
516	Initial Bike Company	281	0ADCF413-2501-4DCB-BB86-01CE9F6D92BE	2025-09-11 11:15:07.497	800000	80000	International Security	BM	1996	Mountain	19000	4+	DSL	13
518	Latest Sports Equipment	283	AFC82A28-1A27-4899-A413-1B4D32A2DF11	2025-09-11 11:15:07.497	800000	80000	Guardian Bank	BM	1991	Mountain	18000	4+	T1	14
520	Modern Bike Store	275	A7008459-EFE5-459D-95D9-80F5E5B44132	2025-09-11 11:15:07.497	800000	80000	Primary International	BM	1999	Road	21000	4+	T1	15
522	Raw Materials Inc	280	4575F698-2FA1-409C-866F-0D688251499A	2025-09-11 11:15:07.497	3000000	300000	Primary Bank & Reserve	OS	1998	Mountain	74000	4+	ISDN	73
524	Lots of Bikes Storehouse	277	91D541E3-6BC1-4921-BC6A-2C13EB3F7C02	2025-09-11 11:15:07.497	3000000	300000	International Bank	OS	1990	Mountain	73000	2	T1	76
526	Futuristic Bikes	281	41DFD0BA-E78E-4456-95EF-3595D32D7CA1	2025-09-11 11:15:07.497	3000000	300000	United Security	OS	1995	Mountain	77000	2	DSL	79
528	Parcel Express Delivery Service	283	A4DAAAF3-0D24-491D-BD6F-3D0413A38F2D	2025-09-11 11:15:07.497	1500000	150000	United Security	BS	1979	Road	36000	4+	DSL	38
530	Outdoor Distributors	275	B7004ACE-63FA-4CAB-8057-8456750C2DC0	2025-09-11 11:15:07.497	1500000	150000	International Bank	BS	1974	Mountain	36000	3	DSL	39
532	North Bike Company	288	DCA8E739-F0FE-490F-990B-2B116D82C77D	2025-09-11 11:15:07.497	1500000	150000	Primary Bank & Reserve	BS	1982	Road	37000	4+	T1	40
534	Prosperous Tours	289	A0EE7B0A-7741-4F37-BDEC-8D2206467FCE	2025-09-11 11:15:07.497	3000000	300000	Guardian Bank	OS	1999	Road	79000	4+	T1	99
536	Nonskid Tire Company	280	0E90C627-A250-4DBA-B891-B259DBE2CA6B	2025-09-11 11:15:07.497	3000000	300000	International Security	OS	1999	Mountain	80000	3	T2	100
538	Amalgamated Parts Shop	288	0CE11724-2B7F-4490-94A4-7175F97D6D7F	2025-09-11 11:15:07.497	3000000	300000	Primary Bank & Reserve	OS	1999	Touring	77000	4+	T3	99
540	Metro Bike Works	275	B555436D-E4BE-4352-8144-5064A4D62964	2025-09-11 11:15:07.497	3000000	300000	International Bank	OS	1999	Mountain	77000	4+	DSL	100
542	Best o' Bikes	277	73DCB69B-0B2E-492A-A8ED-852969C26787	2025-09-11 11:15:07.497	800000	80000	Primary International	BS	1972	Touring	19000	3	DSL	10
544	Painters Bicycle Specialists	275	88EDC59C-1196-425A-8E7E-2286BF95A214	2025-09-11 11:15:07.497	1000000	100000	Guardian Bank	BS	1998	Road	24000	3	DSL	27
546	Client Discount Store	277	C7615B39-9562-48DD-A81B-107914A3DD1F	2025-09-11 11:15:07.497	1000000	100000	Guardian Bank	BM	2000	Mountain	24000	2	DSL	20
548	Eastside Sporting Goods	275	03189C8F-84CC-4207-92D4-4DA26EFDBB17	2025-09-11 11:15:07.497	800000	80000	Primary International	BM	2000	Road	19000	AW	T1	17
550	Helmets and Cycles	286	0EA0A15A-A2CD-4F25-A833-B31CAE39E783	2025-09-11 11:15:07.497	800000	80000	Reserve Security	BM	1994	Touring	21000	4+	ISDN	14
552	Requisite Part Supply	282	10E20A63-73CF-4A80-A678-3D829C108D43	2025-09-11 11:15:07.497	1500000	150000	Guardian Bank	BS	1988	Road	39000	3	DSL	35
554	Racks and Security Systems	279	4A3C505A-C5AE-4061-B376-67415EFCECBB	2025-09-11 11:15:07.497	1500000	150000	Primary International	BS	1976	Touring	39000	3	DSL	36
556	Mechanical Products Ltd.	281	CAAD1F0F-E7D6-47E6-A124-788B1A9426F7	2025-09-11 11:15:07.497	1500000	150000	Reserve Security	BS	1971	Road	38000	4+	DSL	37
558	Commendable Bikes	283	EB847E4A-B183-4385-8DE1-57C39D4D3304	2025-09-11 11:15:07.497	1500000	150000	Guardian Bank	BS	1974	Road	37000	4+	DSL	39
560	Online Bike Sellers	275	35EBF652-E9FC-490C-902D-304E4D112ED9	2025-09-11 11:15:07.497	1500000	150000	Primary International	BS	1982	Mountain	39000	2	DSL	40
562	Custom Accessories Company	278	77BBDDB3-3FC7-4BE6-9F90-18083F0DDAF8	2025-09-11 11:15:07.497	3000000	300000	Guardian Bank	OS	1998	Road	79000	4+	DSL	98
564	Unusual Bicycle Company	286	C7B796A1-F605-4236-B784-1D1A2C3F2B7E	2025-09-11 11:15:07.497	3000000	300000	International Security	OS	1999	Touring	78000	4+	DSL	99
566	Courteous Bicycle Specialists	282	62032F02-08F9-4766-8FC2-9EAD345AEEC6	2025-09-11 11:15:07.497	300000	30000	International Security	BM	1982	Touring	10000	2	DSL	8
568	Hobby Store	279	4D72976F-7A2F-499D-84BA-EA5FD79D0D14	2025-09-11 11:15:07.497	300000	30000	Guardian Bank	BM	1976	Mountain	6000	2	DSL	5
570	Professional Cycle Store	281	8C1F3E35-1A21-4FF8-8256-7433C6591D10	2025-09-11 11:15:07.497	300000	30000	Primary International	BM	1970	Mountain	10000	2	T1	2
572	Bike Universe	281	5414845A-DB08-45C9-8160-1762390DB768	2025-09-11 11:15:07.497	1000000	100000	United Security	BS	1971	Mountain	28000	4+	T2	28
574	Fifth Bike Store	283	8DB66E19-FC69-45B1-888B-63D253ED6A8F	2025-09-11 11:15:07.497	1000000	100000	International Bank	BS	2001	Road	26000	4+	DSL	25
576	Independent Outlet	275	D888B41F-0F06-4E08-B871-B4FD6F9E22CF	2025-09-11 11:15:07.497	1000000	100000	Primary Bank & Reserve	BS	1996	Road	25000	3	DSL	22
578	Rambling Tours	288	59763192-45A0-42F9-A4F2-8ECF595DB261	2025-09-11 11:15:07.497	800000	80000	International Security	BS	1990	Touring	19000	3	T3	19
580	Farthest Bike Store	282	0E3F4F5A-5DEE-4B0A-A5A5-C524F74156EA	2025-09-11 11:15:07.497	3000000	300000	United Security	OS	1987	Touring	74000	4+	DSL	80
582	Excellent Bikes	288	CBC9BE9E-5422-411C-B3EF-A301BE4AE107	2025-09-11 11:15:07.497	3000000	300000	Reserve Security	OS	1992	Touring	75000	2	DSL	81
584	Curbside Universe	275	3C49DDE5-C64C-4456-8B4A-AA9E1ECC9C2F	2025-09-11 11:15:07.497	3000000	300000	Primary International	OS	1984	Road	73000	4+	DSL	82
586	Alternative Vehicles	280	A8C079A5-40CB-4707-B88D-25B0FFA42664	2025-09-11 11:15:07.497	1500000	150000	Primary Bank & Reserve	BS	1983	Road	41000	4+	T1	45
588	Channel Outlet	289	70703845-FB8A-40A5-974F-D54B46943647	2025-09-11 11:15:07.497	1500000	150000	International Security	BS	1991	Touring	40000	4+	DSL	46
590	Full Sports Supply	290	8CFF03DD-D8EC-4595-92C2-91B5E97957A3	2025-09-11 11:15:07.497	1500000	150000	Guardian Bank	BS	1986	Mountain	38000	4+	DSL	47
592	Retail Mall	282	7DA72678-7F78-49F9-981D-29F073C024CE	2025-09-11 11:15:07.497	3000000	300000	Primary International	OS	1977	Road	79000	4+	ISDN	91
594	Racing Store	290	87EACF60-34F0-444A-8291-DB255FE388D2	2025-09-11 11:15:07.497	3000000	300000	Guardian Bank	OS	1987	Road	78000	4+	DSL	92
596	Metro Metals Co.	289	FA71E13B-B051-4F12-A280-F69ECD6AF1DB	2025-09-11 11:15:07.497	3000000	300000	International Security	OS	1974	Touring	77000	4+	DSL	93
